Name;Template;Reference;Category
vnd.sealed.eml;application/vnd.sealed.eml;[David_Petersen];Application
vnd.sealed.mht;application/vnd.sealed.mht;[David_Petersen];Application
vnd.sealed.net;application/vnd.sealed.net;[Martin_Lambert];Application
vnd.sealed.ppt;application/vnd.sealed.ppt;[David_Petersen];Application
vnd.sealed.tiff;application/vnd.sealed.tiff;[John_Kwan][Martin_Lambert];Application
vnd.sealed.xls;application/vnd.sealed.xls;[David_Petersen];Application
vnd.sealedmedia.softseal.html;application/vnd.sealedmedia.softseal.html;[David_Petersen];Application
vnd.sealedmedia.softseal.pdf;application/vnd.sealedmedia.softseal.pdf;[David_Petersen];Application
vnd.seemail;application/vnd.seemail;[Steve_Webb];Application
vnd.seis+json;application/vnd.seis+json;[ICT_Manager];Application
vnd.sema;application/vnd.sema;[Anders_Hansson];Application
vnd.semd;application/vnd.semd;[Anders_Hansson];Application
vnd.semf;application/vnd.semf;[Anders_Hansson];Application
vnd.shade-save-file;application/vnd.shade-save-file;[Connor_Horman];Application
vnd.shana.informed.formdata;application/vnd.shana.informed.formdata;[Guy_Selzler];Application
vnd.shana.informed.formtemplate;application/vnd.shana.informed.formtemplate;[Guy_Selzler];Application
vnd.shana.informed.interchange;application/vnd.shana.informed.interchange;[Guy_Selzler];Application
vnd.shana.informed.package;application/vnd.shana.informed.package;[Guy_Selzler];Application
vnd.shootproof+json;application/vnd.shootproof+json;[Ben_Ramsey];Application
vnd.shopkick+json;application/vnd.shopkick+json;[Ronald_Jacobs];Application
vnd.shp;application/vnd.shp;[Mi_Tar];Application
vnd.shx;application/vnd.shx;[Mi_Tar];Application
vnd.sigrok.session;application/vnd.sigrok.session;[Uwe_Hermann];Application
vnd.SimTech-MindMapper;application/vnd.SimTech-MindMapper;[Patrick_Koh];Application
vnd.siren+json;application/vnd.siren+json;[Kevin_Swiber];Application
vnd.smaf;application/vnd.smaf;[Hiroaki_Takahashi];Application
vnd.smart.notebook;application/vnd.smart.notebook;[Jonathan_Neitz];Application
vnd.smart.teacher;application/vnd.smart.teacher;[Michael_Boyle];Application
vnd.snesdev-page-table;application/vnd.snesdev-page-table;[Connor_Horman];Application
vnd.software602.filler.form+xml;application/vnd.software602.filler.form+xml;[Jakub_Hytka][Martin_Vondrous];Application
vnd.software602.filler.form-xml-zip;application/vnd.software602.filler.form-xml-zip;[Jakub_Hytka][Martin_Vondrous];Application
vnd.solent.sdkm+xml;application/vnd.solent.sdkm+xml;[Cliff_Gauntlett];Application
vnd.spotfire.dxp;application/vnd.spotfire.dxp;[Stefan_Jernberg];Application
vnd.spotfire.sfs;application/vnd.spotfire.sfs;[Stefan_Jernberg];Application
vnd.sqlite3;application/vnd.sqlite3;[Clemens_Ladisch];Application
vnd.sss-cod;application/vnd.sss-cod;[Asang_Dani];Application
vnd.sss-dtf;application/vnd.sss-dtf;[Eric_Bruno];Application
vnd.sss-ntf;application/vnd.sss-ntf;[Eric_Bruno];Application
vnd.stepmania.package;application/vnd.stepmania.package;[Henrik_Andersson];Application
vnd.stepmania.stepchart;application/vnd.stepmania.stepchart;[Henrik_Andersson];Application
vnd.street-stream;application/vnd.street-stream;[Glenn_Levitt];Application
vnd.sun.wadl+xml;application/vnd.sun.wadl+xml;[Marc_Hadley];Application
vnd.sus-calendar;application/vnd.sus-calendar;[Jonathan_Niedfeldt];Application
vnd.svd;application/vnd.svd;[Scott_Becker];Application
vnd.swiftview-ics;application/vnd.swiftview-ics;[Glenn_Widener];Application
vnd.sybyl.mol2;application/vnd.sybyl.mol2;[Finn_Rayk_Gärtner];Application
vnd.sycle+xml;application/vnd.sycle+xml;[Johann_Terblanche];Application
vnd.syft+json;application/vnd.syft+json;[Dan_Luhring];Application
vnd.syncml.dm.notification;application/vnd.syncml.dm.notification;[Peter_Thompson][OMA-DM_Work_Group];Application
vnd.syncml.dmddf+xml;application/vnd.syncml.dmddf+xml;[OMA-DM_Work_Group];Application
vnd.syncml.dmtnds+wbxml;application/vnd.syncml.dmtnds+wbxml;[OMA-DM_Work_Group];Application
vnd.syncml.dmtnds+xml;application/vnd.syncml.dmtnds+xml;[OMA-DM_Work_Group];Application
vnd.syncml.dmddf+wbxml;application/vnd.syncml.dmddf+wbxml;[OMA-DM_Work_Group];Application
vnd.syncml.dm+wbxml;application/vnd.syncml.dm+wbxml;[OMA-DM_Work_Group];Application
vnd.syncml.dm+xml;application/vnd.syncml.dm+xml;[Bindu_Rama_Rao][OMA-DM_Work_Group];Application
vnd.syncml.ds.notification;application/vnd.syncml.ds.notification;[OMA_Data_Synchronization_Working_Group];Application
vnd.syncml+xml;application/vnd.syncml+xml;[OMA_Data_Synchronization_Working_Group];Application
vnd.tableschema+json;application/vnd.tableschema+json;[Paul_Walsh];Application
vnd.tao.intent-module-archive;application/vnd.tao.intent-module-archive;[Daniel_Shelton];Application
vnd.tcpdump.pcap;application/vnd.tcpdump.pcap;[Guy_Harris][Glen_Turner];Application
vnd.think-cell.ppttc+json;application/vnd.think-cell.ppttc+json;[Arno_Schoedl];Application
vnd.tml;application/vnd.tml;[Joey_Smith];Application
vnd.tmd.mediaflex.api+xml;application/vnd.tmd.mediaflex.api+xml;[Alex_Sibilev];Application
vnd.tmobile-livetv;application/vnd.tmobile-livetv;[Nicolas_Helin];Application
vnd.tri.onesource;application/vnd.tri.onesource;[Rick_Rupp];Application
vnd.trid.tpt;application/vnd.trid.tpt;[Frank_Cusack];Application
vnd.triscape.mxs;application/vnd.triscape.mxs;[Steven_Simonoff];Application
vnd.trueapp;application/vnd.trueapp;[J._Scott_Hepler];Application
vnd.truedoc;application/vnd.truedoc;[Brad_Chase];Application
vnd.ubisoft.webplayer;application/vnd.ubisoft.webplayer;[Martin_Talbot];Application
vnd.ufdl;application/vnd.ufdl;[Dave_Manning];Application
vnd.uiq.theme;application/vnd.uiq.theme;[Tim_Ocock];Application
vnd.umajin;application/vnd.umajin;[Jamie_Riden];Application
vnd.unity;application/vnd.unity;[Unity3d];Application
vnd.uoml+xml;application/vnd.uoml+xml;[Arne_Gerdes];Application
vnd.uplanet.alert;application/vnd.uplanet.alert;[Bruce_Martin];Application
vnd.uplanet.alert-wbxml;application/vnd.uplanet.alert-wbxml;[Bruce_Martin];Application
vnd.uplanet.bearer-choice;application/vnd.uplanet.bearer-choice;[Bruce_Martin];Application
vnd.uplanet.bearer-choice-wbxml;application/vnd.uplanet.bearer-choice-wbxml;[Bruce_Martin];Application
vnd.uplanet.cacheop;application/vnd.uplanet.cacheop;[Bruce_Martin];Application
vnd.uplanet.cacheop-wbxml;application/vnd.uplanet.cacheop-wbxml;[Bruce_Martin];Application
vnd.uplanet.channel;application/vnd.uplanet.channel;[Bruce_Martin];Application
vnd.uplanet.channel-wbxml;application/vnd.uplanet.channel-wbxml;[Bruce_Martin];Application
vnd.uplanet.list;application/vnd.uplanet.list;[Bruce_Martin];Application
vnd.uplanet.listcmd;application/vnd.uplanet.listcmd;[Bruce_Martin];Application
vnd.uplanet.listcmd-wbxml;application/vnd.uplanet.listcmd-wbxml;[Bruce_Martin];Application
vnd.uplanet.list-wbxml;application/vnd.uplanet.list-wbxml;[Bruce_Martin];Application
vnd.uri-map;application/vnd.uri-map;[Sebastian_Baer];Application
vnd.uplanet.signal;application/vnd.uplanet.signal;[Bruce_Martin];Application
vnd.valve.source.material;application/vnd.valve.source.material;[Henrik_Andersson];Application
vnd.vcx;application/vnd.vcx;[Taisuke_Sugimoto];Application
vnd.vd-study;application/vnd.vd-study;[Luc_Rogge];Application
vnd.vectorworks;application/vnd.vectorworks;[Lyndsey_Ferguson][Biplab_Sarkar];Application
vnd.vel+json;application/vnd.vel+json;[James_Wigger];Application
vnd.verimatrix.vcas;application/vnd.verimatrix.vcas;[Petr_Peterka];Application
vnd.veritone.aion+json;application/vnd.veritone.aion+json;[Al_Brown];Application
vnd.veryant.thin;application/vnd.veryant.thin;[Massimo_Bertoli];Application
vnd.ves.encrypted;application/vnd.ves.encrypted;[Jim_Zubov];Application
vnd.vidsoft.vidconference;application/vnd.vidsoft.vidconference;[Robert_Hess];Application
vnd.visio;application/vnd.visio;[Troy_Sandal];Application
vnd.visionary;application/vnd.visionary;[Gayatri_Aravindakumar];Application
vnd.vividence.scriptfile;application/vnd.vividence.scriptfile;[Mark_Risher];Application
vnd.vsf;application/vnd.vsf;[Delton_Rowe];Application
vnd.wap.sic;application/vnd.wap.sic;[WAP-Forum];Application
vnd.wap.slc;application/vnd.wap.slc;[WAP-Forum];Application
vnd.wap.wbxml;application/vnd.wap.wbxml;[Peter_Stark];Application
vnd.wap.wmlc;application/vnd.wap.wmlc;[Peter_Stark];Application
vnd.wap.wmlscriptc;application/vnd.wap.wmlscriptc;[Peter_Stark];Application
vnd.wasmflow.wafl;application/vnd.wasmflow.wafl;[Fawad_Shaikh];Application
vnd.webturbo;application/vnd.webturbo;[Yaser_Rehem];Application
vnd.wfa.dpp;application/vnd.wfa.dpp;[Wi-Fi_Alliance][Dr._Jun_Tian];Application
vnd.wfa.p2p;application/vnd.wfa.p2p;[Mick_Conley];Application
vnd.wfa.wsc;application/vnd.wfa.wsc;[Wi-Fi_Alliance];Application
vnd.windows.devicepairing;application/vnd.windows.devicepairing;[Priya_Dandawate];Application
vnd.wmc;application/vnd.wmc;[Thomas_Kjornes];Application
vnd.wmf.bootstrap;application/vnd.wmf.bootstrap;[Thinh_Nguyenphu][Prakash_Iyer];Application
vnd.wolfram.mathematica;application/vnd.wolfram.mathematica;[Wolfram];Application
vnd.wolfram.mathematica.package;application/vnd.wolfram.mathematica.package;[Wolfram];Application
vnd.wolfram.player;application/vnd.wolfram.player;[Wolfram];Application
vnd.wordperfect;application/vnd.wordperfect;[Kim_Scarborough];Application
vnd.wqd;application/vnd.wqd;[Jan_Bostrom];Application
vnd.wrq-hp3000-labelled;application/vnd.wrq-hp3000-labelled;[Chris_Bartram];Application
vnd.wt.stf;application/vnd.wt.stf;[Bill_Wohler];Application
vnd.wv.csp+xml;application/vnd.wv.csp+xml;[John_Ingi_Ingimundarson];Application
vnd.wv.csp+wbxml;application/vnd.wv.csp+wbxml;[Matti_Salmi];Application
vnd.wv.ssp+xml;application/vnd.wv.ssp+xml;[John_Ingi_Ingimundarson];Application
vnd.xacml+json;application/vnd.xacml+json;[David_Brossard];Application
vnd.xara;application/vnd.xara;[David_Matthewman];Application
vnd.xfdl;application/vnd.xfdl;[Dave_Manning];Application
vnd.xfdl.webform;application/vnd.xfdl.webform;[Michael_Mansell];Application
vnd.xmi+xml;application/vnd.xmi+xml;[Fred_Waskiewicz];Application
vnd.xmpie.cpkg;application/vnd.xmpie.cpkg;[Reuven_Sherwin];Application
vnd.xmpie.dpkg;application/vnd.xmpie.dpkg;[Reuven_Sherwin];Application
vnd.xmpie.plan;application/vnd.xmpie.plan;[Reuven_Sherwin];Application
vnd.xmpie.ppkg;application/vnd.xmpie.ppkg;[Reuven_Sherwin];Application
vnd.xmpie.xlim;application/vnd.xmpie.xlim;[Reuven_Sherwin];Application
vnd.yamaha.hv-dic;application/vnd.yamaha.hv-dic;[Tomohiro_Yamamoto];Application
vnd.yamaha.hv-script;application/vnd.yamaha.hv-script;[Tomohiro_Yamamoto];Application
vnd.yamaha.hv-voice;application/vnd.yamaha.hv-voice;[Tomohiro_Yamamoto];Application
vnd.yamaha.openscoreformat.osfpvg+xml;application/vnd.yamaha.openscoreformat.osfpvg+xml;[Mark_Olleson];Application
vnd.yamaha.openscoreformat;application/vnd.yamaha.openscoreformat;[Mark_Olleson];Application
vnd.yamaha.remote-setup;application/vnd.yamaha.remote-setup;[Takehiro_Sukizaki];Application
vnd.yamaha.smaf-audio;application/vnd.yamaha.smaf-audio;[Keiichi_Shinoda];Application
vnd.yamaha.smaf-phrase;application/vnd.yamaha.smaf-phrase;[Keiichi_Shinoda];Application
vnd.yamaha.through-ngn;application/vnd.yamaha.through-ngn;[Takehiro_Sukizaki];Application
vnd.yamaha.tunnel-udpencap;application/vnd.yamaha.tunnel-udpencap;[Takehiro_Sukizaki];Application
vnd.yaoweme;application/vnd.yaoweme;[Jens_Jorgensen];Application
vnd.yellowriver-custom-menu;application/vnd.yellowriver-custom-menu;[Mr._Yellow];Application
vnd.youtube.yt (OBSOLETED in favor of video/vnd.youtube.yt);application/vnd.youtube.yt;[Laura_Wood];Application
vnd.zul;application/vnd.zul;[Rene_Grothmann];Application
vnd.zzazz.deck+xml;application/vnd.zzazz.deck+xml;[Micheal_Hewett];Application
voicexml+xml;application/voicexml+xml;[RFC4267];Application
voucher-cms+json;application/voucher-cms+json;[RFC8366];Application
vq-rtcpxr;application/vq-rtcpxr;[RFC6035];Application
wasm;application/wasm;[W3C][Eric_Prudhommeaux];Application
watcherinfo+xml;application/watcherinfo+xml;[RFC3858];Application
webpush-options+json;application/webpush-options+json;[RFC8292];Application
whoispp-query;application/whoispp-query;[RFC2957];Application
whoispp-response;application/whoispp-response;[RFC2958];Application
widget;application/widget;[W3C][Steven_Pemberton][W3C-Widgets-2012];Application
wita;application/wita;[Larry_Campbell];Application
wordperfect5.1;application/wordperfect5.1;[Paul_Lindner];Application
wsdl+xml;application/wsdl+xml;[W3C];Application
wspolicy+xml;application/wspolicy+xml;[W3C];Application
x-pki-message;application/x-pki-message;[RFC8894];Application
x-www-form-urlencoded;application/x-www-form-urlencoded;[WHATWG][Anne_van_Kesteren];Application
x-x509-ca-cert;application/x-x509-ca-cert;[RFC8894];Application
x-x509-ca-ra-cert;application/x-x509-ca-ra-cert;[RFC8894];Application
x-x509-next-ca-cert;application/x-x509-next-ca-cert;[RFC8894];Application
x400-bp;application/x400-bp;[RFC1494];Application
xacml+xml;application/xacml+xml;[RFC7061];Application
xcap-att+xml;application/xcap-att+xml;[RFC4825];Application
xcap-caps+xml;application/xcap-caps+xml;[RFC4825];Application
xcap-diff+xml;application/xcap-diff+xml;[RFC5874];Application
xcap-el+xml;application/xcap-el+xml;[RFC4825];Application
xcap-error+xml;application/xcap-error+xml;[RFC4825];Application
xcap-ns+xml;application/xcap-ns+xml;[RFC4825];Application
xcon-conference-info-diff+xml;application/xcon-conference-info-diff+xml;[RFC6502];Application
xcon-conference-info+xml;application/xcon-conference-info+xml;[RFC6502];Application
xenc+xml;application/xenc+xml;[Joseph_Reagle][XENC_Working_Group];Application
xfdf;application/xfdf;[ISO-TC_171-SC_2][Betsy_Fanning];Application
xhtml+xml;application/xhtml+xml;[W3C][Robin_Berjon];Application
xliff+xml;application/xliff+xml;[OASIS][Chet_Ensign];Application
xml;application/xml;[RFC7303];Application
xml-dtd;application/xml-dtd;[RFC7303];Application
xml-external-parsed-entity;application/xml-external-parsed-entity;[RFC7303];Application
xml-patch+xml;application/xml-patch+xml;[RFC7351];Application
xmpp+xml;application/xmpp+xml;[RFC3923];Application
xop+xml;application/xop+xml;[Mark_Nottingham];Application
xslt+xml;application/xslt+xml;[W3C][http://www.w3.org/TR/2007/REC-xslt20-20070123/#media-type-registration];Application
xv+xml;application/xv+xml;[RFC4374];Application
yang;application/yang;[RFC6020];Application
yang-data+cbor;application/yang-data+cbor;[RFC9254];Application
yang-data+json;application/yang-data+json;[RFC8040];Application
yang-data+xml;application/yang-data+xml;[RFC8040];Application
yang-patch+json;application/yang-patch+json;[RFC8072];Application
yang-patch+xml;application/yang-patch+xml;[RFC8072];Application
yin+xml;application/yin+xml;[RFC6020];Application
zip;application/zip;[Paul_Lindner];Application
zlib;application/zlib;[RFC6713];Application
zstd;application/zstd;[RFC8878];Application
1d-interleaved-parityfec;audio/1d-interleaved-parityfec;[RFC6015];Audio
32kadpcm;audio/32kadpcm;[RFC3802][RFC2421];Audio
3gpp;audio/3gpp;[RFC3839][RFC6381];Audio
3gpp2;audio/3gpp2;[RFC4393][RFC6381];Audio
aac;audio/aac;[ISO-IEC_JTC1][Max_Neuendorf];Audio
ac3;audio/ac3;[RFC4184];Audio
AMR;audio/AMR;[RFC4867];Audio
AMR-WB;audio/AMR-WB;[RFC4867];Audio
amr-wb+;audio/amr-wb+;[RFC4352];Audio
aptx;audio/aptx;[RFC7310];Audio
asc;audio/asc;[RFC6295];Audio
ATRAC-ADVANCED-LOSSLESS;audio/ATRAC-ADVANCED-LOSSLESS;[RFC5584];Audio
ATRAC-X;audio/ATRAC-X;[RFC5584];Audio
ATRAC3;audio/ATRAC3;[RFC5584];Audio
basic;audio/basic;[RFC2045][RFC2046];Audio
BV16;audio/BV16;[RFC4298];Audio
BV32;audio/BV32;[RFC4298];Audio
clearmode;audio/clearmode;[RFC4040];Audio
CN;audio/CN;[RFC3389];Audio
DAT12;audio/DAT12;[RFC3190];Audio
dls;audio/dls;[RFC4613];Audio
dsr-es201108;audio/dsr-es201108;[RFC3557];Audio
dsr-es202050;audio/dsr-es202050;[RFC4060];Audio
dsr-es202211;audio/dsr-es202211;[RFC4060];Audio
dsr-es202212;audio/dsr-es202212;[RFC4060];Audio
DV;audio/DV;[RFC6469];Audio
DVI4;audio/DVI4;[RFC4856];Audio
eac3;audio/eac3;[RFC4598];Audio
encaprtp;audio/encaprtp;[RFC6849];Audio
EVRC;audio/EVRC;[RFC4788];Audio
EVRC-QCP;audio/EVRC-QCP;[RFC3625];Audio
EVRC0;audio/EVRC0;[RFC4788];Audio
EVRC1;audio/EVRC1;[RFC4788];Audio
EVRCB;audio/EVRCB;[RFC5188];Audio
EVRCB0;audio/EVRCB0;[RFC5188];Audio
EVRCB1;audio/EVRCB1;[RFC4788];Audio
EVRCNW;audio/EVRCNW;[RFC6884];Audio
EVRCNW0;audio/EVRCNW0;[RFC6884];Audio
EVRCNW1;audio/EVRCNW1;[RFC6884];Audio
EVRCWB;audio/EVRCWB;[RFC5188];Audio
EVRCWB0;audio/EVRCWB0;[RFC5188];Audio
EVRCWB1;audio/EVRCWB1;[RFC5188];Audio
EVS;audio/EVS;[_3GPP][Kyunghun_Jung];Audio
example;audio/example;[RFC4735];Audio
flexfec;audio/flexfec;[RFC8627];Audio
fwdred;audio/fwdred;[RFC6354];Audio
G711-0;audio/G711-0;[RFC7655];Audio
G719;audio/G719;[RFC5404][RFC Errata 3245];Audio
G7221;audio/G7221;[RFC5577];Audio
G722;audio/G722;[RFC4856];Audio
G723;audio/G723;[RFC4856];Audio
G726-16;audio/G726-16;[RFC4856];Audio
G726-24;audio/G726-24;[RFC4856];Audio
G726-32;audio/G726-32;[RFC4856];Audio
G726-40;audio/G726-40;[RFC4856];Audio
G728;audio/G728;[RFC4856];Audio
G729;audio/G729;[RFC4856];Audio
G7291;audio/G7291;[RFC4749][RFC5459];Audio
G729D;audio/G729D;[RFC4856];Audio
G729E;audio/G729E;[RFC4856];Audio
GSM;audio/GSM;[RFC4856];Audio
GSM-EFR;audio/GSM-EFR;[RFC4856];Audio
GSM-HR-08;audio/GSM-HR-08;[RFC5993];Audio
iLBC;audio/iLBC;[RFC3952];Audio
ip-mr_v2.5;audio/ip-mr_v2.5;[RFC6262];Audio
L8;audio/L8;[RFC4856];Audio
L16;audio/L16;[RFC4856];Audio
L20;audio/L20;[RFC3190];Audio
L24;audio/L24;[RFC3190];Audio
LPC;audio/LPC;[RFC4856];Audio
MELP;audio/MELP;[RFC8130];Audio
MELP600;audio/MELP600;[RFC8130];Audio
MELP1200;audio/MELP1200;[RFC8130];Audio
MELP2400;audio/MELP2400;[RFC8130];Audio
mhas;audio/mhas;[ISO-IEC_JTC1][Nils_Peters][Ingo_Hofmann];Audio
mobile-xmf;audio/mobile-xmf;[RFC4723];Audio
MPA;audio/MPA;[RFC3555];Audio
mp4;audio/mp4;[RFC4337][RFC6381];Audio
MP4A-LATM;audio/MP4A-LATM;[RFC6416];Audio
mpa-robust;audio/mpa-robust;[RFC5219];Audio
mpeg;audio/mpeg;[RFC3003];Audio
mpeg4-generic;audio/mpeg4-generic;[RFC3640][RFC5691][RFC6295];Audio
ogg;audio/ogg;[RFC5334][RFC7845];Audio
opus;audio/opus;[RFC7587];Audio
parityfec;audio/parityfec;[RFC3009];Audio
PCMA;audio/PCMA;[RFC4856];Audio
PCMA-WB;audio/PCMA-WB;[RFC5391];Audio
PCMU;audio/PCMU;[RFC4856];Audio
PCMU-WB;audio/PCMU-WB;[RFC5391];Audio
prs.sid;audio/prs.sid;[Linus_Walleij];Audio
QCELP;audio/QCELP;[RFC3555][RFC3625];Audio
raptorfec;audio/raptorfec;[RFC6682];Audio
RED;audio/RED;[RFC3555];Audio
rtp-enc-aescm128;audio/rtp-enc-aescm128;[_3GPP];Audio
rtploopback;audio/rtploopback;[RFC6849];Audio
rtp-midi;audio/rtp-midi;[RFC6295];Audio
rtx;audio/rtx;[RFC4588];Audio
scip;audio/scip;[SCIP][Michael_Faller][Daniel_Hanson];Audio
SMV;audio/SMV;[RFC3558];Audio
SMV0;audio/SMV0;[RFC3558];Audio
SMV-QCP;audio/SMV-QCP;[RFC3625];Audio
sofa;audio/sofa;[AES][Piotr_Majdak];Audio
sp-midi;audio/sp-midi;[Athan_Billias][MIDI_Association];Audio
speex;audio/speex;[RFC5574];Audio
t140c;audio/t140c;[RFC4351];Audio
t38;audio/t38;[RFC4612];Audio
telephone-event;audio/telephone-event;[RFC4733];Audio
TETRA_ACELP;audio/TETRA_ACELP;[ETSI][Miguel_Angel_Reina_Ortega];Audio
TETRA_ACELP_BB;audio/TETRA_ACELP_BB;[ETSI][Miguel_Angel_Reina_Ortega];Audio
tone;audio/tone;[RFC4733];Audio
TSVCIS;audio/TSVCIS;[RFC8817];Audio
UEMCLIP;audio/UEMCLIP;[RFC5686];Audio
ulpfec;audio/ulpfec;[RFC5109];Audio
usac;audio/usac;[ISO-IEC_JTC1][Max_Neuendorf];Audio
VDVI;audio/VDVI;[RFC4856];Audio
VMR-WB;audio/VMR-WB;[RFC4348][RFC4424];Audio
vnd.3gpp.iufp;audio/vnd.3gpp.iufp;[Thomas_Belling];Audio
vnd.4SB;audio/vnd.4SB;[Serge_De_Jaham];Audio
vnd.audiokoz;audio/vnd.audiokoz;[Vicki_DeBarros];Audio
vnd.CELP;audio/vnd.CELP;[Serge_De_Jaham];Audio
vnd.cisco.nse;audio/vnd.cisco.nse;[Rajesh_Kumar];Audio
vnd.cmles.radio-events;audio/vnd.cmles.radio-events;[Jean-Philippe_Goulet];Audio
vnd.cns.anp1;audio/vnd.cns.anp1;[Ann_McLaughlin];Audio
vnd.cns.inf1;audio/vnd.cns.inf1;[Ann_McLaughlin];Audio
vnd.dece.audio;audio/vnd.dece.audio;[Michael_A_Dolan];Audio
vnd.digital-winds;audio/vnd.digital-winds;[Armands_Strazds];Audio
vnd.dlna.adts;audio/vnd.dlna.adts;[Edwin_Heredia];Audio
vnd.dolby.heaac.1;audio/vnd.dolby.heaac.1;[Steve_Hattersley];Audio
vnd.dolby.heaac.2;audio/vnd.dolby.heaac.2;[Steve_Hattersley];Audio
vnd.dolby.mlp;audio/vnd.dolby.mlp;[Mike_Ward];Audio
vnd.dolby.mps;audio/vnd.dolby.mps;[Steve_Hattersley];Audio
vnd.dolby.pl2;audio/vnd.dolby.pl2;[Steve_Hattersley];Audio
vnd.dolby.pl2x;audio/vnd.dolby.pl2x;[Steve_Hattersley];Audio
vnd.dolby.pl2z;audio/vnd.dolby.pl2z;[Steve_Hattersley];Audio
vnd.dolby.pulse.1;audio/vnd.dolby.pulse.1;[Steve_Hattersley];Audio
vnd.dra;audio/vnd.dra;[Jiang_Tian];Audio
vnd.dts;audio/vnd.dts;[William_Zou];Audio
vnd.dts.hd;audio/vnd.dts.hd;[William_Zou];Audio
vnd.dts.uhd;audio/vnd.dts.uhd;[Phillip_Maness];Audio
vnd.dvb.file;audio/vnd.dvb.file;[Peter_Siebert];Audio
vnd.everad.plj;audio/vnd.everad.plj;[Shay_Cicelsky];Audio
vnd.hns.audio;audio/vnd.hns.audio;[Swaminathan];Audio
vnd.lucent.voice;audio/vnd.lucent.voice;[Greg_Vaudreuil];Audio
vnd.ms-playready.media.pya;audio/vnd.ms-playready.media.pya;[Steve_DiAcetis];Audio
vnd.nokia.mobile-xmf;audio/vnd.nokia.mobile-xmf;[Nokia];Audio
vnd.nortel.vbk;audio/vnd.nortel.vbk;[Glenn_Parsons];Audio
vnd.nuera.ecelp4800;audio/vnd.nuera.ecelp4800;[Michael_Fox];Audio
vnd.nuera.ecelp7470;audio/vnd.nuera.ecelp7470;[Michael_Fox];Audio
vnd.nuera.ecelp9600;audio/vnd.nuera.ecelp9600;[Michael_Fox];Audio
vnd.octel.sbc;audio/vnd.octel.sbc;[Greg_Vaudreuil];Audio
vnd.presonus.multitrack;audio/vnd.presonus.multitrack;[Matthias_Juwan];Audio
vnd.qcelp - DEPRECATED in favor of audio/qcelp;audio/vnd.qcelp;[RFC3625];Audio
vnd.rhetorex.32kadpcm;audio/vnd.rhetorex.32kadpcm;[Greg_Vaudreuil];Audio
vnd.rip;audio/vnd.rip;[Martin_Dawe];Audio
vnd.sealedmedia.softseal.mpeg;audio/vnd.sealedmedia.softseal.mpeg;[David_Petersen];Audio
vnd.vmx.cvsd;audio/vnd.vmx.cvsd;[Greg_Vaudreuil];Audio
vorbis;audio/vorbis;[RFC5215];Audio
vorbis-config;audio/vorbis-config;[RFC5215];Audio
collection;font/collection;[RFC8081];Font
otf;font/otf;[RFC8081];Font
sfnt;font/sfnt;[RFC8081];Font
ttf;font/ttf;[RFC8081];Font
woff;font/woff;[RFC8081];Font
woff2;font/woff2;[RFC8081];Font
aces;image/aces;[SMPTE][Howard_Lukk];Image
apng;image/apng;[W3C][W3C_PNG_Working_Group];Image
avci;image/avci;[ISO-IEC_JTC1][David_Singer];Image
avcs;image/avcs;[ISO-IEC_JTC1][David_Singer];Image
avif;image/avif;[Alliance_for_Open_Media][Cyril_Concolato];Image
bmp;image/bmp;[RFC7903];Image
cgm;image/cgm;[Alan_Francis];Image
dicom-rle;image/dicom-rle;[DICOM_Standard_Committee][David_Clunie];Image
dpx;image/dpx;[SMPTE][SMPTE_Director_of_Standards_Development];Image
emf;image/emf;[RFC7903];Image
example;image/example;[RFC4735];Image
fits;image/fits;[RFC4047];Image
g3fax;image/g3fax;[RFC1494];Image
gif;;[RFC2045][RFC2046];Image
heic;image/heic;[ISO-IEC_JTC1][David_Singer];Image
heic-sequence;image/heic-sequence;[ISO-IEC_JTC1][David_Singer];Image
heif;image/heif;[ISO-IEC_JTC1][David_Singer];Image
heif-sequence;image/heif-sequence;[ISO-IEC_JTC1][David_Singer];Image
hej2k;image/hej2k;[ISO-IEC_JTC1][ITU-T];Image
hsj2;image/hsj2;[ISO-IEC_JTC1][ITU-T];Image
ief;;[RFC1314];Image
jls;image/jls;[DICOM_Standard_Committee][David_Clunie];Image
jp2;image/jp2;[RFC3745];Image
jpeg;;[RFC2045][RFC2046];Image
jph;image/jph;[ISO-IEC_JTC1][ITU-T];Image
jphc;image/jphc;[ISO-IEC_JTC1][ITU-T];Image
jpm;image/jpm;[RFC3745];Image
jpx;image/jpx;[RFC3745];Image
jxr;image/jxr;[ISO-IEC_JTC1][ITU-T];Image
jxrA;image/jxrA;[ISO-IEC_JTC1][ITU-T];Image
jxrS;image/jxrS;[ISO-IEC_JTC1][ITU-T];Image
jxs;image/jxs;[ISO-IEC_JTC1];Image
jxsc;image/jxsc;[ISO-IEC_JTC1];Image
jxsi;image/jxsi;[ISO-IEC_JTC1];Image
jxss;image/jxss;[ISO-IEC_JTC1];Image
ktx;image/ktx;[Khronos][Mark_Callow];Image
ktx2;image/ktx2;[Khronos][Mark_Callow];Image
naplps;image/naplps;[Ilya_Ferber];Image
png;image/png;[W3C][PNG_Working_Group];Image
prs.btif;image/prs.btif;[Ben_Simon];Image
prs.pti;image/prs.pti;[Juern_Laun];Image
pwg-raster;image/pwg-raster;[Michael_Sweet];Image
